,Player_Name,Rounds,Fairway_Percentage,Year,Avg_Distance,gir,Average_Putts,Average_Scrambling,Average_Score,Points,Wins,Top_10,Average_SG_Putts,Average_SG_Total,SG_OTT,SG_APR,SG_ARG,Money,driving_ranking,best_putters,best_approachers,best_pw,Predictive_Ranking
314,Johnson Wagner,75,64.25,2018,286.1,67.87,28.65,65.41,70.758,338,0,0,0.623,0.715,-0.213,0.078,0.226,656322,62,372,197,314,398.87926500000003
318,Jim Furyk,50,69.91,2018,280.5,63.19,28.73,62.58,70.342,291,0,2,0.389,0.41200000000000003,-0.392,0.179,0.235,660010,24,329,233,318,398.76437
274,Chad Campbell,97,67.21,2017,285.6,69.07,29.51,64.63,70.509,616,0,3,-0.28600000000000003,0.405,0.040999999999999995,0.506,0.14400000000000002,1329941,57,60,342,274,396.119423
276,Russell Knox,94,67.7,2018,291.7,69.57,29.7,59.43,70.568,585,0,3,-0.08800000000000001,0.38299999999999995,0.059000000000000004,0.263,0.149,1424030,144,119,267,276,395.335848
66,Nick Watney,94,56.33,2018,307.5,67.96,29.26,55.68,70.862,491,0,1,0.2,0.34299999999999997,0.17,0.141,-0.16699999999999998,1402833,349,257,219,66,394.660851
114,Xander Schauffele,96,57.68,2017,306.3,67.74,29.1,56.95,70.163,988,1,3,0.402,0.7240000000000001,0.5539999999999999,0.011000000000000001,-0.086,4312674,342,333,164,114,394.065071
173,Joel Dahmen,93,66.36,2018,295.8,68.82,29.26,63.31,70.578,676,0,3,-0.27699999999999997,0.4,0.3,0.381,-0.004,1476838,215,64,305,173,392.57027700000003
160,Kevin Tway,110,52.61,2018,310.1,66.88,29.15,56.77,70.8,577,0,3,0.052000000000000005,0.32899999999999996,0.271,0.032,-0.026000000000000002,1379544,362,196,174,160,390.35623999999996
50,Russell Henley,77,70.03,2018,293.0,68.77,29.8,54.33,70.48899999999998,569,0,3,0.16699999999999998,0.541,0.09300000000000001,0.467,-0.18600000000000005,1516438,168,244,330,50,389.95966
128,Charley Hoffman,87,58.34,2018,299.5,66.53,29.19,56.22,70.521,515,0,0,0.026000000000000002,0.425,0.254,0.21600000000000005,-0.071,1400637,272,183,248,128,389.474385
252,Ricky Barnes,100,54.32,2017,284.9,63.53,28.62,60.1,71.221,324,0,0,0.26,-0.027000000000000003,-0.638,0.23800000000000002,0.114,697624,49,281,259,252,386.353621
277,Peter Uihlein,83,52.93,2018,302.2,67.88,29.41,57.87,70.578,593,0,4,0.021,0.268,0.132,-0.04,0.156,1797715,305,177,139,277,386.17868400000003
118,Harold Varner III,101,59.61,2017,302.4,67.68,29.69,56.94,70.96600000000002,375,0,1,-0.402,0.109,0.262,0.33,-0.081,918779,307,33,287,118,385.344685
223,C.T. Pan,104,68.98,2018,292.7,71.2,29.66,56.89,70.457,693,0,1,-0.067,0.478,0.215,0.267,0.063,1881787,165,127,269,223,385.31005
215,Talor Gooch,78,57.31,2018,298.9,63.58,28.94,59.53,71.149,308,0,0,0.031,-0.163,-0.322,0.075,0.053,654200,262,186,194,215,384.382635
206,Graeme McDowell,67,64.92,2018,293.2,64.5,29.2,59.95,71.001,274,0,1,0.478,0.6970000000000001,0.124,0.046,0.049,581024,172,351,183,206,382.389526
300,William McGirt,84,59.89,2018,289.3,67.59,29.28,62.86,70.791,449,0,3,0.2,0.17800000000000002,-0.306,0.091,0.19399999999999998,933327,103,258,203,300,382.141934
248,Michael Kim,94,59.71,2017,289.6,65.68,28.96,58.81,70.707,483,0,1,0.22899999999999998,0.247,-0.247,0.158,0.106,1018204,110,268,223,248,380.185061
238,Cameron Tringale,67,51.99,2018,289.3,65.52,29.81,55.24,72.146,88,0,0,-0.10400000000000001,-1.0190000000000001,-1.351,0.348,0.08800000000000001,179459,104,114,292,238,379.6479
141,Shane Lowry,64,61.2,2018,300.7,68.65,30.04,53.48,70.75399999999998,296,0,0,-0.28600000000000003,0.23800000000000002,0.331,0.245,-0.052000000000000005,696897,291,59,262,141,378.025627
48,Robert Garrigus,78,59.52,2017,300.7,69.52,29.46,54.94,70.712,448,0,3,-0.456,0.253,0.42200000000000004,0.47700000000000004,-0.19,880905,290,21,332,48,377.779109
214,Kevin Tway,96,52.48,2017,309.2,64.71,28.86,59.03,70.868,619,0,3,0.261,0.433,0.28800000000000003,-0.168,0.053,1472613,357,282,91,214,376.03202999999996
124,Chez Reavie,98,70.53,2017,284.8,66.91,28.64,63.28,70.244,666,0,3,0.41700000000000004,0.762,0.121,0.375,-0.073,1819207,46,336,300,124,375.995282
326,Brian Gay,103,71.37,2018,282.9,64.52,28.25,63.26,70.28,880,0,6,0.442,0.565,-0.166,0.036000000000000004,0.253,2152501,38,341,178,326,372.154433
115,Scott Stallings,81,57.04,2017,297.6,67.89,29.65,55.51,70.811,438,0,3,-0.32,0.02,0.049,0.375,-0.084,955337,240,49,301,115,371.433489
105,Sam Ryder,82,66.91,2018,297.3,72.08,29.88,56.47,70.914,442,0,3,-0.349,0.154,0.203,0.39899999999999997,-0.099,1046166,238,44,310,105,371.432755
146,Adam Hadwin,98,62.85,2017,290.7,64.89,28.43,63.47,70.583,1347,1,5,0.409,0.64,0.003,0.183,-0.044000000000000004,3455012,126,335,235,146,371.15094799999997
148,Jim Furyk,54,70.75,2017,270.1,65.72,29.36,61.03,71.071,232,0,1,0.187,-0.023,-0.491,0.4920000000000001,-0.036000000000000004,558097,0,253,336,148,369.89443100000005
25,Shane Lowry,52,64.86,2017,295.1,67.53,29.53,55.51,70.667,361,0,1,0.479,1.088,0.5820000000000001,0.231,-0.27699999999999997,831411,202,353,253,25,369.00833700000004
51,Robert Garrigus,80,56.37,2018,307.9,65.28,29.2,56.84,71.457,353,0,1,-0.569,-0.213,0.21,0.331,-0.18600000000000005,702030,350,9,288,51,368.74575
354,Bill Haas,76,57.27,2018,296.2,64.79,29.23,60.34,71.028,262,0,1,-0.059000000000000004,0.079,-0.177,-0.052000000000000005,0.368,638414,223,130,133,354,367.96753
360,Cameron Tringale,89,58.15,2017,280.9,64.39,28.9,58.83,71.343,337,0,3,0.125,-0.14,-0.75,0.08900000000000001,0.396,792814,28,228,201,360,367.208169
376,Matt Jones,64,57.09,2017,302.6,63.1,28.7,63.17,70.719,248,0,0,0.17,0.278,0.073,-0.46799999999999997,0.503,510622,309,248,23,376,366.749002
36,Kevin Chappell,77,61.27,2018,308.6,66.52,29.64,56.28,70.839,597,0,4,-0.344,0.32299999999999995,0.608,0.29600000000000004,-0.23600000000000002,1608338,354,47,276,36,366.157791
54,Sung Kang,104,59.65,2017,296.4,66.07,29.08,56.98,70.49600000000002,798,0,3,0.154,0.478,0.255,0.251,-0.182,1943309,225,239,263,54,365.799833
359,Zac Blair,64,62.76,2018,279.5,66.48,28.97,61.43,71.215,176,0,0,0.203,0.32299999999999995,-0.345,0.07200000000000001,0.39399999999999996,330507,18,260,192,359,365.278195
313,Zach Johnson,81,66.54,2017,286.8,64.16,28.52,60.08,70.393,839,0,4,0.41700000000000004,0.584,-0.005,-0.006999999999999999,0.226,2362968,72,337,158,313,365.167084
30,J.J. Spaun,85,66.18,2018,298.2,69.48,29.63,55.76,70.525,849,0,4,-0.149,0.292,0.28600000000000003,0.41,-0.255,1978906,250,100,316,30,364.75744
297,Andres Gonzales,73,55.75,2017,299.2,67.71,29.06,61.85,71.112,226,0,1,0.023,0.02,-0.10400000000000001,-0.08900000000000001,0.19,422078,269,179,116,297,364.292219
117,Retief Goosen,60,55.22,2018,296.2,61.75,29.12,56.98,71.40899999999998,261,0,1,-0.41100000000000003,-0.4970000000000001,-0.392,0.389,-0.083,545364,222,31,307,117,364.258057
350,Jonathan Byrd,70,58.59,2018,291.7,68.19,29.5,58.31,71.398,147,0,0,-0.106,-0.266,-0.542,0.043,0.33899999999999997,267055,143,113,181,350,363.295199
83,Chez Reavie,93,72.24,2018,286.5,68.67,29.12,62.27,70.432,1020,0,3,0.192,0.674,0.183,0.4370000000000001,-0.13699999999999998,2700018,68,254,325,83,362.66112799999996
305,Cameron Percy,56,63.66,2018,295.6,69.56,29.36,57.3,70.90899999999998,191,0,2,-0.205,0.285,0.24100000000000002,0.039,0.21,387612,212,79,180,305,362.171248
164,Patton Kizzire,84,52.54,2017,293.0,63.52,29.09,54.31,71.598,519,0,3,-0.10300000000000001,-0.578,-0.7440000000000001,0.29,-0.021,1110395,166,115,274,164,361.283141
287,Austin Cook,107,66.76,2018,292.3,66.51,28.72,62.02,70.469,1060,1,3,0.315,0.569,0.12,-0.045,0.179,2448920,156,296,136,287,361.21608499999996
179,Keegan Bradley,104,66.23,2017,299.4,68.93,29.36,59.49,70.437,794,0,5,-0.21600000000000005,0.629,0.625,0.139,0.004,1940478,270,75,217,179,358.020389
341,Robert Streb,98,57.58,2017,294.3,65.19,29.13,58.91,70.7,577,0,2,0.003,0.078,-0.159,-0.07200000000000001,0.305,1588287,189,170,127,341,355.69661900000006
9,Hudson Swafford,94,60.27,2017,305.1,68.21,29.49,55.53,70.618,921,1,4,-0.005,0.314,0.45399999999999996,0.20199999999999999,-0.337,2246090,333,165,242,9,355.13205500000004
232,Nate Lashley,51,60.58,2018,293.9,68.2,29.32,60.59,70.999,168,0,0,0.08199999999999999,0.31,0.111,0.036000000000000004,0.08,296650,182,210,177,232,353.862281
90,Brandon Harkins,101,54.79,2018,303.1,65.67,28.86,55.88,70.721,528,0,3,0.225,0.275,0.18100000000000002,-0.006,-0.124,1148115,317,267,160,90,352.799326
47,Brendan Steele,74,60.47,2018,310.3,69.24,30.36,52.56,71.021,998,1,3,-0.5760000000000001,0.028999999999999998,0.557,0.243,-0.195,2291128,363,7,261,47,352.65094
93,Mackenzie Hughes,80,60.04,2018,294.9,66.01,29.37,54.19,71.282,227,0,1,-0.177,-0.013999999999999999,-0.068,0.353,-0.122,518476,197,89,295,93,351.776116
194,James Hahn,85,63.73,2018,298.7,68.29,29.5,59.62,70.896,596,0,1,-0.152,0.27899999999999997,0.32299999999999995,0.081,0.027999999999999997,1386301,257,96,198,194,351.428179
46,Corey Conners,97,62.99,2018,303.3,70.19,29.84,57.52,70.743,353,0,1,-0.385,0.193,0.501,0.275,-0.198,728296,321,35,272,46,350.864158
188,Harold Varner III,91,59.02,2018,308.2,67.79,29.56,58.14,70.971,474,0,3,-0.024,0.125,0.204,-0.076,0.021,1223064,353,152,124,188,350.807111
198,Patrick Rodgers,97,61.14,2018,303.5,65.65,29.1,57.22,70.73100000000002,541,0,3,0.561,0.23199999999999998,-0.039,-0.32299999999999995,0.034,1287040,322,365,52,198,350.693407
299,Ryan Armour,109,73.58,2018,283.5,68.22,29.31,60.13,70.758,1006,1,3,-0.057999999999999996,0.337,-0.012,0.213,0.19399999999999998,2485203,39,132,245,299,350.646999
364,Louis Oosthuizen,62,64.81,2018,299.8,65.74,29.24,64.26,70.157,620,0,3,-0.026000000000000002,0.521,0.401,-0.261,0.408,1731493,277,149,64,364,350.354922
348,Brian Harman,104,62.07,2017,289.6,63.19,28.3,62.74,70.402,1557,1,7,0.6,0.581,0.015,-0.198,0.32899999999999996,4396470,109,370,82,348,350.07399100000004
327,Brian Gay,82,65.47,2017,278.7,63.53,28.32,62.3,70.585,426,0,3,0.451,0.282,-0.41700000000000004,-0.006,0.254,942372,13,344,159,327,349.878267
103,Sean O'Hair,84,59.91,2017,297.2,66.19,29.06,57.52,70.801,707,0,5,0.107,0.42200000000000004,0.252,0.11800000000000001,-0.10099999999999999,1873856,237,216,212,103,348.611608
280,Branden Grace,70,58.19,2017,290.6,66.2,29.36,61.28,70.862,510,0,2,-0.248,0.28300000000000003,0.18,0.17300000000000001,0.165,1315054,121,72,230,280,348.488989
365,Luke Donald,50,56.5,2017,278.5,61.92,28.56,59.88,70.831,424,0,1,0.7040000000000001,0.047,-1.001,-0.078,0.42200000000000004,958850,11,375,122,365,347.362347
61,Ryan Palmer,69,59.11,2018,305.2,65.61,28.92,55.38,71.031,500,0,2,-0.528,-0.231,0.235,0.23600000000000002,-0.174,1484445,334,12,258,61,346.07041100000004
134,Jhonattan Vegas,95,57.28,2017,300.8,65.91,29.58,58.15,71.054,1023,1,3,-0.413,0.174,0.39399999999999996,0.172,-0.06,2944738,293,30,229,134,344.49626
145,John Huh,94,63.83,2018,287.1,65.8,28.82,57.94,70.718,480,0,2,0.16699999999999998,0.251,-0.11,0.24,-0.047,974538,79,245,260,145,344.477983
62,Ryan Moore,82,67.9,2017,288.0,65.05,29.04,56.74,70.741,671,0,2,-0.017,0.301,-0.006,0.498,-0.17300000000000001,1751851,86,156,338,62,343.12725
67,Tyler Duncan,97,66.74,2018,294.4,69.65,30.19,52.76,71.04,457,0,2,-0.5660000000000001,0.017,0.273,0.47600000000000003,-0.166,944021,191,11,331,67,342.31335
251,Harris English,84,58.99,2018,302.4,63.32,28.76,57.86,71.16199999999998,383,0,2,0.222,-0.184,-0.21899999999999997,-0.297,0.111,799450,306,265,57,251,342.132763
256,Brandon Hagy,85,52.46,2017,312.7,64.5,29.06,60.16,70.875,419,0,1,0.109,0.293,0.45899999999999996,-0.39299999999999996,0.11800000000000001,861227,370,218,36,256,342.103544
235,Robert Streb,78,54.11,2018,292.6,64.94,29.51,52.89,71.905,155,0,1,-0.081,-0.581,-0.68,0.096,0.084,411606,162,121,204,235,341.43838999999997
152,David Lingmerth,79,62.12,2017,289.8,62.83,28.15,58.53,70.755,437,0,1,0.484,0.373,-0.032,0.054000000000000006,-0.031,1070754,112,354,189,152,340.73183500000005
27,Danny Lee,93,62.72,2017,291.1,66.1,28.81,55.43,70.86,697,0,4,0.247,0.325,0.037000000000000005,0.304,-0.263,1611331,133,276,281,27,340.45298900000006
328,Peter Malnati,87,56.86,2018,290.9,62.99,28.07,61.3,70.84100000000002,226,0,0,0.619,0.244,-0.3720000000000001,-0.257,0.255,420001,129,371,65,328,338.03175699999997
268,Dominic Bozzelli,65,55.69,2018,297.0,60.94,28.18,58.86,71.179,190,0,0,0.308,-0.055,-0.244,-0.252,0.133,391634,233,295,69,268,336.627089
237,D.A. Points,68,65.83,2017,278.1,66.83,29.56,55.67,71.315,435,1,1,-0.478,-0.406,-0.436,0.42100000000000004,0.087,893700,10,18,320,237,334.482695
22,Martin Flores,88,52.79,2017,300.6,70.64,29.86,57.01,70.885,383,0,2,0.242,-0.015,-0.024,0.047,-0.28,830057,288,273,185,22,332.07538600000004
175,Vaughn Taylor,83,67.51,2018,286.1,67.02,29.15,59.91,70.692,445,0,3,-0.08,0.21899999999999997,-0.005,0.305,-0.002,965691,60,122,283,175,331.455102
162,Abraham Ancer,98,63.64,2018,296.1,66.49,28.91,62.69,70.65899999999998,589,0,4,-0.055999999999999994,0.32,0.325,0.07400000000000001,-0.022000000000000002,1676695,221,137,193,162,331.403041
110,Troy Merritt,89,62.93,2018,295.4,65.16,28.74,57.6,70.888,616,1,3,0.077,0.209,0.138,0.086,-0.092,1326989,210,205,200,110,329.099835
120,Tom Hoge,101,62.43,2018,291.4,63.62,28.45,61.41,70.945,594,0,3,-0.162,0.07400000000000001,0.018000000000000002,0.297,-0.079,1358542,138,93,277,120,327.63417400000003
37,Bubba Watson,90,58.27,2018,313.1,68.21,29.33,56.64,70.384,1879,3,5,0.001,0.555,0.78,0.005,-0.231,5793748,371,168,162,37,326.35440200000005
195,James Hahn,96,63.14,2017,293.9,66.09,29.36,60.58,70.925,711,0,4,0.036000000000000004,0.26,0.177,0.016,0.03,1841314,183,188,168,195,326.334594
97,Emiliano Grillo,90,65.29,2017,293.0,67.06,29.28,56.55,70.798,518,0,2,-0.17300000000000001,0.455,0.368,0.281,-0.11599999999999999,1567015,167,90,273,97,326.057831
292,Tyrone Van Aswegen,101,56.98,2018,290.3,65.23,28.98,58.08,71.243,364,0,1,-0.01,-0.32299999999999995,-0.493,-0.008,0.187,763584,120,163,156,292,325.999325
147,Kevin Streelman,90,66.01,2017,294.0,66.67,29.47,60.04,70.873,541,0,2,-0.281,0.16899999999999998,0.292,0.19699999999999998,-0.038,1313327,186,63,240,147,323.738292
279,Whee Kim,74,54.32,2017,289.4,62.09,28.12,62.07,70.964,505,0,2,0.44299999999999995,-0.23199999999999998,-0.665,-0.14800000000000002,0.163,1125368,106,342,98,279,323.59988300000003
298,Matt Jones,70,59.38,2018,304.5,66.49,29.02,60.16,71.112,264,0,0,-0.034,0.10400000000000001,0.33299999999999996,-0.386,0.192,538681,328,143,38,298,323.288917
19,Brett Stegmaier,67,58.38,2018,295.4,70.31,29.48,56.44,71.191,149,0,0,0.401,0.048,-0.135,0.078,-0.29600000000000004,305607,209,332,196,19,323.147844
174,Seamus Power,86,55.19,2018,302.6,65.17,28.68,63.8,70.869,377,0,2,0.498,0.17800000000000002,0.076,-0.392,-0.003,791018,310,357,37,174,322.99507600000004
259,Nick Taylor,97,61.66,2017,291.6,66.14,29.38,61.83,70.817,532,0,4,-0.191,0.151,0.168,0.053,0.121,1255259,142,85,188,259,322.071238
284,Stephan Jaeger,81,58.76,2018,299.2,67.11,29.61,56.76,71.35600000000002,211,0,0,-0.14400000000000002,-0.09,0.045,-0.166,0.175,422260,267,101,93,284,320.110969
183,Beau Hossler,104,60.47,2018,300.0,67.95,28.92,60.0,70.574,957,0,5,0.685,0.584,0.281,-0.395,0.013000000000000001,2449707,282,373,35,183,318.493445
291,Ben Crane,65,67.52,2018,281.1,64.88,28.69,63.0,71.097,267,0,1,0.332,0.17600000000000002,-0.302,-0.038,0.184,620646,30,304,141,291,317.8485
316,Rory Sabbatini,91,62.05,2018,292.3,67.85,29.07,61.36,70.693,521,0,1,0.059000000000000004,0.358,0.217,-0.152,0.23399999999999999,1126057,155,199,96,316,317.66477
230,Brad Fritsch,56,56.4,2017,288.3,64.21,29.54,56.42,71.855,74,0,0,-0.596,-0.7190000000000001,-0.4320000000000001,0.235,0.075,166440,89,6,257,230,315.486084
221,Chris Stroud,67,65.7,2017,286.8,66.2,29.03,59.33,70.815,627,1,3,-0.126,0.013000000000000001,-0.094,0.17300000000000001,0.06,1308445,71,109,231,221,314.68118200000004
91,Cameron Percy,71,60.18,2017,292.5,69.91,29.78,60.23,71.03,291,0,1,-0.205,-0.08199999999999999,-0.019,0.266,-0.12300000000000001,623694,159,80,268,91,314.010354
106,Ryan Brehm,83,51.13,2017,310.5,67.5,29.55,57.14,71.178,188,0,0,-0.149,-0.16,0.13699999999999998,-0.06,-0.099,396258,364,99,130,106,310.526553
39,Ben Martin,86,63.67,2017,291.7,66.6,29.25,58.53,70.954,378,0,2,-0.044000000000000004,0.163,0.138,0.297,-0.22699999999999998,850319,145,140,278,39,310.398674
126,Smylie Kaufman,76,54.79,2017,304.8,65.26,29.24,55.18,71.432,316,0,1,-0.13699999999999998,-0.177,0.091,-0.059000000000000004,-0.073,784758,331,103,131,126,307.39201099999997
258,Gonzalo Fernandez-Castaño,63,53.26,2017,292.1,62.2,28.41,64.3,71.484,118,0,0,0.489,-0.078,-0.375,-0.312,0.12,258162,153,355,55,258,306.95668900000004
166,Bryson DeChambeau,91,58.04,2017,299.1,65.77,29.15,57.65,70.866,836,1,2,-0.193,0.243,0.42,-0.02,-0.016,1817054,266,84,151,166,306.765867
98,David Hearn,66,66.63,2018,285.1,68.89,29.58,55.65,71.325,315,0,2,-0.127,-0.031,-0.17,0.379,-0.113,622383,52,107,303,98,306.067174
226,Rafa Cabrera Bello,63,60.33,2017,291.0,62.6,28.8,60.74,70.693,615,0,4,0.473,0.10099999999999999,-0.223,-0.171,0.068,1934675,131,348,87,226,305.429966
193,Rory Sabbatini,71,64.91,2017,291.6,67.35,29.34,58.38,70.883,375,0,1,-0.35700000000000004,0.125,0.308,0.146,0.027999999999999997,741617,141,41,221,193,305.24380600000006
80,Sam Saunders,80,60.14,2018,302.8,65.02,28.73,55.79,70.794,420,0,4,0.094,0.226,0.35,-0.081,-0.138,981936,314,214,121,80,305.087777
129,Jim Herman,77,69.02,2017,292.5,68.07,29.77,56.15,70.931,553,0,2,-0.127,0.368,0.42200000000000004,0.14300000000000002,-0.07,1205632,158,108,220,129,303.278593
109,Ben Martin,64,63.52,2018,289.6,63.98,28.58,58.8,70.97399999999998,266,0,1,0.11800000000000001,-0.001,-0.142,0.11900000000000001,-0.096,532936,111,224,213,109,303.24798499999997
220,Chris Kirk,89,63.93,2017,287.0,66.73,29.18,54.73,71.255,467,0,3,-0.07400000000000001,-0.228,-0.315,0.10099999999999999,0.059000000000000004,1216047,74,125,207,220,302.930948
116,Lanto Griffin,80,55.27,2018,302.5,67.42,29.42,55.76,71.145,175,0,0,-0.096,-0.268,-0.046,-0.043,-0.084,358380,308,117,138,116,302.787229
58,Grayson Murray,94,56.01,2017,308.2,63.95,28.68,53.77,71.064,638,1,2,-0.08199999999999999,0.064,0.353,-0.032,-0.17600000000000002,1468728,352,120,143,58,300.680917
81,J.J. Henry,81,66.22,2018,291.8,70.52,30.37,54.77,71.372,239,0,1,-0.569,-0.193,0.174,0.34,-0.138,482052,147,8,290,81,300.56715800000006
262,Shawn Stefani,72,60.53,2017,294.0,67.48,29.28,59.55,70.983,188,0,1,-0.057,-0.043,0.01,-0.11900000000000001,0.122,404377,184,136,111,262,299.924801
40,Jason Kokrak,95,59.26,2017,305.7,66.97,29.99,54.9,70.961,490,0,1,-0.405,0.073,0.607,0.077,-0.226,1173708,337,32,195,40,299.47670600000004
32,Scott Piercy,70,59.32,2017,295.1,66.84,29.38,50.0,71.235,532,0,4,-0.526,-0.214,0.19,0.311,-0.25,1317452,200,13,285,32,299.32504
190,Brian Stuard,103,71.44,2018,278.9,67.12,29.11,59.23,71.038,421,0,3,0.16399999999999998,0.062,-0.22699999999999998,0.099,0.026000000000000002,1089763,15,243,206,190,298.689118
207,Michael Thompson,62,64.66,2018,296.4,70.11,29.62,55.77,70.92399999999998,280,0,0,0.498,0.052000000000000005,-0.073,-0.423,0.05,563972,224,358,31,207,298.13297800000004
132,J.T. Poston,95,59.24,2017,294.8,65.69,28.79,59.62,70.982,340,0,1,-0.11699999999999999,0.079,0.156,0.053,-0.062,662565,196,110,187,132,297.050269
77,Sebastián Muñoz,51,54.45,2017,296.0,63.15,28.84,56.92,71.263,241,0,1,0.358,0.16899999999999998,0.031,-0.077,-0.14300000000000002,563900,219,319,123,77,296.117884
374,Alex Cejka,77,66.49,2018,286.7,63.77,28.52,64.0,70.675,502,0,2,0.009000000000000001,0.312,-0.024,-0.16899999999999998,0.495,1198541,70,172,89,374,295.158681
257,Anirban Lahiri,82,60.09,2018,294.0,64.7,28.99,58.35,70.66,555,0,4,0.19899999999999998,0.10400000000000001,0.07,-0.285,0.12,1441205,185,256,59,257,294.770313
11,Billy Horschel,88,59.8,2017,299.5,68.19,29.86,54.47,70.832,1068,1,4,0.084,0.138,0.22399999999999998,0.02,-0.324,2697960,271,211,170,11,292.78866899999997
222,Mackenzie Hughes,106,59.63,2017,294.3,64.74,29.07,58.64,71.044,974,1,2,0.4920000000000001,0.172,0.021,-0.40399999999999997,0.063,2355553,190,356,34,222,292.256338
112,Adam Schenk,86,57.67,2018,305.5,67.92,29.95,54.55,71.37,239,0,1,0.13,-0.15,0.073,-0.262,-0.091,474923,335,230,63,112,290.309042
170,Lucas Glover,65,65.06,2018,297.7,67.12,29.64,59.83,71.066,324,0,1,-0.18600000000000005,0.276,0.514,-0.043,-0.008,789382,243,87,137,170,290.08761300000003
108,Brian Harman,94,67.14,2018,291.9,67.59,29.29,56.95,70.536,1056,0,8,0.273,0.29,0.13699999999999998,-0.024,-0.096,2733463,149,288,147,108,289.215594
